SpeciesName,LAI Value
Quercus robur,4.7
"Quercus robur, Acer pseudoplatanus",5.3
"Quercus robur, Carpinus betulus",4.4
"Quercus robur, Carpinus betulus, Fagus sylvatica",6.8
"Quercus robur, Fagus sylvatica",5.5
"Quercus robur, Fagus sylvatica, Ilex aquifolium",4.9
"Quercus robur, Fraxinus oxyphylla",2
"Quercus robur, Ilex aquifolium",5.3
"Quercus robur, Quercus petraea",4.6
"Quercus ruber, Fraxinus excelsior, Tilia sp., Acer sp., et al.",4.6
Quercus rubra,4.9
Quercus rubra,2.7
Quercus rubra,4.5
Quercus rubra,4.32
"Quercus rubra, Acer rubrum",5.5
"Quercus rubra, Acer saccharum, Acer rubrum",5.6
"Quercus rubra, Carya spp.",6.9
"Quercus rubra, Fagus grandifolia",3.35
"Quercus rubra, Pinus resinosa, Acer rubrum",5
"Quercus rubra, Quercus alba",3.5
"Quercus rubra, Quercus alba, Quercus prinus, Quercus velutina",3.4
"Quercus rubra, Quercus alba, Quercus velutina",5
"Quercus rubra, Quercus prinus",1.88
Quercus semicarpiforlia,6.81
Quercus serrata,4.4
Quercus serrata,4.4
Quercus serrata,4.5
Quercus serrata,3.6
Quercus serrata,4.8
Quercus serrata,3.9
Quercus serrata,7.3
Quercus serrata,6.6
Quercus serrata,8.5
Quercus serrata,7.2
Quercus serrata,6.1
Quercus serrata,7.4
Quercus serrata,5.8
Quercus serrata,3.1
Quercus serrata,5.5
Quercus serrata,5.1
Quercus serrata,4.9
"Quercus serrata, Carpinus tschonoskii",8.34
"Quercus serrata, Clethra barbinervis",4.3
"Quercus serrata, Ilex pedunculosa",7.8
"Quercus serrata, Prunus Verecunda ",4.3
"Quercus sp., Carya sp.",5.6
"Quercus sp., Carya sp., Acer sp.",6
"Quercus sp., Machilus edulis, Cinnamomum sp. et al.",5.6
"Quercus spp., Acer spp.",4.3
"Quercus spp., Acer spp.",4.5
"Quercus spp., Acer spp.",4.7
"Quercus spp., Acer spp.",5.4
"Quercus spp., Acer spp.",5.8
"Quercus spp., Acer spp.",4.5
"Quercus spp., Acer spp.",6.2
"Quercus spp., Acer spp.",7.3
"Quercus spp., Acer spp.",3.9
"Quercus spp., Acer spp.",4.92
"Quercus spp., Acer spp.",4.55
"Quercus spp., Acer spp.",5.92
"Quercus spp., Acer spp.",4.43
"Quercus spp., Acer spp.",4.31
"Quercus spp., Acer spp.",3.32
"Quercus spp., Acer spp.",5.17
"Quercus spp., Acer spp.",1.88
"Quercus spp., Acer spp.",3.81
"Quercus spps, Acer rubrum, Liriodendron tulifpifera ",4.9
"Quercus stellata, Quercus marilandica",4.8
Rhizophora apiculata,4.9
Rhizophora apiculata,4.93
Rhizophora apiculata,4.12
Rhizophora apiculata,4.56
Rhizophora apiculata,3.36
Rhizophora apiculata,3.74
Rhizophora apiculata,3.37
Rhizophora apiculata,4.2
Rhizophora mangle,3.25
Rhizophora mangle,4.45
Rhizophora mangle,3.71
Rhizophora mangle,4.15
Rhizophora mangle,4.52
Rhizophora mangle,5.14
Rhizophora mangle,5.39
Rhizophora mangle,5.47
Rhizophora mangle,5.58
Rhizophora mangle,5.86
Rhizophora mangle,2.91
Rhizophora mangle,4.2
Rhizophora mangle,3.33
Rhizophora mangle,3.79
Rhizophora mangle,4.4
"Rhizophora mangle, Laguncularia racemosa",3.29
"Rhizophora mangle, Laguncularia racemosa",3.81
"Rhizophora mangle, Laguncularia racemosa",2.73
"Rhizophora mangle, Laguncularia racemosa",1.33
Rhizophora mucronata,5.4
Rhododendron carolinianum,2
Rhododendron catawbiense,2.8
"Rhododendron catawbiense, Gaylyssacia baccata",6.08
"Rhododendron catawbiense, Kalmia latifolia",2.63
"Rhododendron catawbiense, Kalmia latifolia",4.52
"Rhododendron catawbiense, Kalmia latifolia",4.75
"Rhododendron catawbiense, Kalmia latifolia, Gaylyssacia baccata",1.97
Rhododendron maximum,8.36
Rhododendron nivale,1.85
"Rhododendron tymifolium, Potentilla fruticosa",3.6
Rhus copallina,1.52
Rhus typhina,0.01
Rhus typhina,0.03
Rhus typhina,0
Rhus typhina,0.01
Rhus typhina,0.02
Rhus typhina,0.01
Rhus typhina,0.03
Rhus typhina,0.05
Rhus typhina,0.04
Rhus typhina,0.02
Rhus typhina,0.06
Rhus typhina,0.08
Rhus typhina,0.27
Rhus typhina,0.29
Rhus typhina,0.23
Rhus typhina,0.3
Rhus typhina,0.01
Rhus typhina,0.05
Rhus typhina,0.37
Rhus typhina,0.12
Rhus typhina,0.34
Rhus typhina,0.14
Rhus typhina,0.2
Rhus typhina,0.3
Rhus typhina,0.13
Rhus typhina,0.16
Rhus typhina,0.04
Rhus typhina,0.05
Rhus typhina,0.17
Rhus typhina,0.25
Rhus typhina,0.31
Rhus typhina,0.2
Rhus typhina,0.18
Rhus typhina,0.21
Rhus typhina,0.14
Rhus typhina,0.08
Rhus typhina,0.07
Rhus typhina,0
Rhus typhina,0
Rhus typhina,0.02
Rhus typhina,0.01
Rhus typhina,0.02
Rhus typhina,0.04
Rhus typhina,0.03
Rhus typhina,0.01
Rhus typhina,0.03
Rhus typhina,0.08
Rhus typhina,0.01
Rhus typhina,0
Rhus typhina,0.04
Rhus typhina,0.07
Rhus typhina,0.08
Rhus typhina,0.07
Rhus typhina,0.02
Rhus typhina,0.02
Rhus typhina,0
Rhus typhina,0.01
Rhus typhina,0.12
Rhus typhina,0.03
Rhus typhina,0.09
Rhus typhina,0.09
Rhus typhina,0
Rhus typhina,0
Rhus typhina,0.04
Rhus typhina,0.06
Rhus typhina,0.04
Rhus typhina,0.03
Rhus typhina,0.03
Rhus typhina,0.02
Rhus typhina,0.04
Rhus typhina,0.04
Rhus typhina,0.01
Rhus typhina,0.06
Rhus typhina,0.05
Rhus typhina,0.05
Rhus typhina,0.11
Rhus typhina,0.07
Rhus typhina,0.07
Rhus typhina,0.07
Rhus typhina,0.03
Rhus typhina,0.04
Rhus typhina,0.01
Rhus typhina,0.07
Rhus typhina,0.03
Rhus typhina,0.08
Rhus typhina,0.02
Rhus typhina,0.03
Rhus typhina,0.05
Rhus typhina,0.08
Rhus typhina,0.1
Rhus typhina,0.11
Rhus typhina,0.13
Rhus typhina,0.13
Rhus typhina,0.18
Rhus typhina,0.03
Rhus typhina,0.04
Rhus typhina,0
Rhus typhina,0.08
Rhus typhina,0.07
Rhus typhina,0.04
Rhus typhina,0.07
Rhus typhina,0.09
Rhus typhina,0.17
Rhus typhina,0.37
Rhus typhina,0.05
Rhus typhina,0.06
Rhus typhina,0.2
Rhus typhina,0.19
Rhus typhina,0.08
Rhus typhina,0.1
Rhus typhina,0.24
Rhus typhina,0.15
Rhus typhina,0.29
Rhus typhina,0.23
Rhus typhina,0.01
Rhus typhina,0.03
Rhus typhina,0.09
Rhus typhina,0.05
Rhus typhina,0.03
Rhus typhina,0.03
Rhus typhina,0.08
Rhus typhina,0.02
Rhus typhina,0.02
Rhus typhina,0.03
Rhus typhina,0.06
Rhus typhina,0.07
Rhus typhina,0.08
Rhus typhina,0.03
Rhus typhina,0.03
Rhus typhina,0.1
Rhus typhina,0.06
Rhus typhina,0.05
Rhus typhina,0.07
Rhus typhina,0.01
Rhus typhina,0.06
Rhus typhina,0.04
Rhus typhina,0.02
Rhus typhina,0.06
Rhus typhina,0.07
Rhus typhina,0.03
Rhus typhina,0.04
Rhus typhina,0.03
Rhus typhina,0.06
Rhus typhina,0.11
Rhus typhina,0.09
Rhus typhina,0.02
Rhus typhina,0.04
Rhus typhina,0.09
Rhus typhina,0.07
Rhus typhina,0.03
Rhus typhina,0.03
Rhus typhina,0.02
Rhus typhina,0.04
Rhus typhina,0.04
Rhus typhina,0.02
Rhus typhina,0.11
Rhus typhina,0.04
Rhus typhina,0.09
Rhus typhina,0.03
Rhus typhina,0.12
Rhus typhina,0.11
Rhus typhina,0.12
Rhus typhina,0.07
Rhus typhina,0.05
Rhus typhina,0.03
Rhus typhina,0.03
Rhus typhina,0.11
Rhus typhina,0.01
Rhus typhina,0.11
Rhus typhina,0.18
Rhus typhina,0.03
Rhus typhina,0.08
Rhus typhina,0.13
Rhus typhina,0.02
Rhus typhina,0.12
Rhus typhina,0.07
Rhus typhina,0.06
Rhus typhina,0.11
Rhus typhina,0.07
Rhus typhina,0.16
Rhus typhina,0.02
Rhus typhina,0.13
Rhus typhina,0.13
Rhus typhina,0.07
Rhus typhina,0.12
Rhus typhina,0.08
Rhus typhina,1.5
Riparian forests,4.51
Robinia pseudoacacia,2.89
Roupala montana,0.5
Roupala montana,0.59
Roupala montana,0.66
Roupala montana,0.78
Roupala montana,0.71
Roupala montana,0.83
Roupala montana,1.42
Roupala montana,1.66
Roupala montana,1.26
Roupala montana,1.47
Roupala montana,1.87
Roupala montana,2.19
Roupala montana,0.87
Roupala montana,1.02
Roupala montana,1.13
Roupala montana,1.32
Roupala montana,2.32
Roupala montana,2.72
Roupala montana,0.78
Roupala montana,0.92
Ryparosa hirsuta,0.88
Ryparosa hulletii,1.18
"Sabina saltuaria, Rhododendron",4.54
Salacia crassifolia,0.93
Salacia crassifolia,1.09
Salacia crassifolia,1.52
Salacia crassifolia,1.78
Salacia crassifolia,1.7
Salacia crassifolia,2
Salacia crassifolia,1.62
Salacia crassifolia,1.9
Salacia crassifolia,1.46
Salacia crassifolia,1.71
Salacia crassifolia,1.93
Salacia crassifolia,2.26
Salacia crassifolia,0.56
Salacia crassifolia,0.65
Salacia crassifolia,1.18
Salacia crassifolia,1.39
Salacia crassifolia,1.84
Salacia crassifolia,2.16
Salacia crassifolia,0.67
Salacia crassifolia,0.79
Salix dasyclados,3.2
"Salix glauca, Salix planifolia, Betula nana, Eriophorum angustifolium",2.09
"Salix pulchra, Betual nana",2.95
Salix spp.,0.99
Salix spp.,0.81
Salix spp.,1.39
"Salix spp., Betula nana etc.",0.53
"Salix spp., Betula nana etc.",0.84
"Salix spp., Dryas, Arctous alpina, Cassiope, Vaccinium vitis-idaea",0.01
Salix viminalis,1.9
Salix viminalis,2.5
"Sapotaceae, Fabaceae, Violaceae, Chrysobalanacae spp. (over 100 species)",5.39
"Sapotaceae, Fabaceae, Violaceae, Chrysobalanacae spp. (over 100 species)",5.51
Sarcobatus vermiculatus,2.22
Sasa kurilensis,2.15
Sasa kurilensis,5.3
Sasa nikkoensis,5.2
Sasa nipponica,4.7
Sasa oseana,4.7
Sasa senanensis ,3.25
Sasa tokugawana,5.3
Savanna trees and shrubs species,2.32
Savanna trees species,2.76
Savanna trees species,2.85
Scaevola plumieri,1.05
Scaphium longipetiolatum,1.38
Scaphium macropodum,1.68
"Schima superba, Castanopsis chinensi, Pinus massoniana",4
"Schinzophyton rautanenii, Baikiaea plurijuga, Kirkia Africana, Pterocarpus angolensis",2.1
Scirpus sylvaticus,4.75
Scirpus sylvaticus,2.25
Scirpus sylvaticus,2.7
Scirpus sylvaticus,3.08
Scirpus sylvaticus,3.81
Scirpus sylvaticus,3.81
Scirpus sylvaticus,3.72
Scirpus sylvaticus,3.32
Scirpus sylvaticus,3.01
Sequoia sempervirens,9.5
Sequoia sempervirens,13.92
Sequoia sempervirens,14.48
Sequoia sempervirens,14.41
Sequoia sempervirens,11.71
"Shorea conica, Shorea gibbosa",5.4
Shorea falciferoides,0.99
Shorea leprosula,0.82
"Shorea macroptera, Shorea beccariana, Shorea acuta, Dipterocarpus glabosus, Dryobalanops aromatica",6.2
"Shorea macroptera, Shorea lumutensis, Shorea acuminata",5.2
Shorea multiflora,1.13
Shorea robusta,13.4
Shorea robusta,11.4
Shorea robusta,8.51
Shorea robusta,14.02
Shorea robusta,11.66
Shorea robusta,6
"Shorea robusta, Dipterocarpus tuberculatus, Parinarium anamense et al.",1.8
"Shorea spp., Dipterocarpus spp., Koompassia spp. et al.",6.87
Shorea xanthophylla,0.87
"Shrub; Deciduous (70-100%), evergreen(0-30%)",1.52
"Shrub; Deciduous (70-100%), evergreen(0-30%)",0.58
"Shrub; Deciduous (70-100%), evergreen(0-30%)",1.88
Shurb,3.58
Sonneratia apetala,5.14
"Sphagnum mosses, Epriophorum vaginatum, Betual nana",1.04
Stellaria media,2.09
Stellaria media,4.64
Stellaria media,4.02
Stellaria media,3.5
Stellaria media,3.07
Stellaria media,0.25
Stellaria media,1.5
Stellaria media,2.1
Stellaria media,2.07
Stellaria media,1.4
Stryphnodendron adstringens,1.34
Stryphnodendron adstringens,1.57
Stryphnodendron adstringens,1.87
Stryphnodendron adstringens,2.19
Stryphnodendron adstringens,0.54
Stryphnodendron adstringens,0.63
Stryphnodendron adstringens,0.7
Stryphnodendron adstringens,0.82
Stryphnodendron adstringens,1.59
Stryphnodendron adstringens,1.87
Stryphnodendron adstringens,1.27
Stryphnodendron adstringens,1.49
Stryphnodendron adstringens,2.07
Stryphnodendron adstringens,2.43
Stryphnodendron adstringens,0.96
Stryphnodendron adstringens,1.13
Stryphnodendron adstringens,1.58
Stryphnodendron adstringens,1.86
Stryphnodendron adstringens,1.09
Stryphnodendron adstringens,1.28
Stryphnodendron adstringens,1.53
Stryphnodendron adstringens,1.79
Styrax ferrugineus,0.96
Styrax ferrugineus,1.13
Styrax ferrugineus,0.89
Styrax ferrugineus,1.04
Styrax ferrugineus,1.43
Styrax ferrugineus,1.67
Styrax ferrugineus,0.91
Styrax ferrugineus,1.07
Styrax ferrugineus,1.34
Styrax ferrugineus,1.57
Styrax ferrugineus,1.29
Styrax ferrugineus,1.51
Styrax ferrugineus,0.94
Styrax ferrugineus,1.1
Styrax ferrugineus,1.45
Styrax ferrugineus,1.7
Styrax ferrugineus,1.18
Styrax ferrugineus,1.38
Styrax ferrugineus,1.12
Styrax ferrugineus,1.31
Succisa pratensis,6.93
Succisa pratensis,4.15
Succisa pratensis,4.58
Succisa pratensis,4.9
Succisa pratensis,5.22
Succisa pratensis,5.05
Succisa pratensis,4.78
Swietenia macrophylla,10.4
Tabebuia rigida,3.25
Tabebuia rigida,1.99
"Tabebuia rigida, Ocotea spathulata, Clusia sp.",2.02
Tamarix chinensis,4.85
"Tamarix chinensis, Distichlis spicata",2.45
Taraxacum officinale,4.33
Taraxacum spec.,2.53
Taraxacum spec.,3.23
Taraxacum spec.,3.74
Taraxacum spec.,4.04
Taraxacum spec.,4.15
Taraxacum spec.,4.04
Taraxacum spec.,3.74
Taraxacum spec.,3.23
Taraxacum spec.,2.53
Taraxacum spec.,1.61
Taraxacum spec.,0.5
Taxodium distichum,0.5
Taxodium distichum,2.9
"Taxodium distichum, Fraxinus caroliniana",8.5
"Taxodium distichum, Nyssa biflora",2
"Taxodium distichum, Nyssa biflora",3.4
"Taxodium distichum, Nyssa biflora",4.4
Tectona grandis,6.56
Tectona grandis,4
Tectona grandis,17.2
Tectona grandis,17.4
Tectona grandis,11.5
Tectona grandis,10.6
Tectona grandis,14.6
Tectona grandis,1.11
Tectona grandis,0.96
Teijsmanniodendron holophyllum,0.81
Teijsmanniodendron pteropodum,0.73
Tepualia stipularis,4
Theobroma cacao,5.7
Theobroma cacao,6.3
Theobroma cacao,4.1
Thlaspi arvense,1.82
Thlaspi arvense,1.34
Thlaspi arvense,1.3
Thlaspi arvense,1.25
Thlaspi arvense,1.21
"Thouinidium decandrum, Guapira macrocarpa, Astronium graveolens, Trichilia trifolia, Casearia corymbosa",5.4
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",2.8
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",10.7
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",9.7
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",1.6
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",1.5
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",8.7
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",5.4
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",5.7
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",4.9
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",5.1
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",5.6
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",11.4
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",6.8
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",6.4
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",11
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",3.3
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",3.5
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",9.1
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",5.1
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",4.1
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",6
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",6.9
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",3.9
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",4.8
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",5.1
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",6.9
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",7.4
"Thuja plicata, Pseudotsuga menziesii, Tsuga heterophylla",3.4
Thujopsis dolabrata,12.6
Thujopsis dolabrata,17.5
Thujopsis dolabrata,12.7
"Tilia cordata, Tilia platyphyllos, Fagus sylvatica",7.1
Toona ciliata,2.9
Toona ciliata,2.1
Toona ciliata,2.4
Toona ciliata,2.7
Toona ciliata,2.5
Toona ciliata,2.4
"Trichilia tuberculata, Ceiba pentandra, Pseudobombax septenatum, Spondias mombin, Virola surinamensis, Anacardium excelsum",7.25
Trifolium pratense,5.52
Trifolium pratense,3.35
Trifolium pratense,3.92
Trifolium pratense,4.43
Trifolium pratense,4.88
Trifolium pratense,5.27
Trifolium pratense,6.37
Trifolium pratense,4.8
Trifolium pratense,4.33
Trifolium pratense,1.95
Trifolium pratense,2.6
Trifolium pratense,3.17
Trifolium pratense,3.67
Trifolium pratense,4.1
Trifolium pratense,4.45
Trifolium pratense,4.72
Trifolium pratense,4.92
Trifolium pratense,5.05
Trifolium pratense,5.1
Trifolium pratense,5.08
Trifolium pratense,4.98
Trifolium pratense,4.24
Trifolium pratense,3.85
Trifolium pratense,3.38
Trisetum flavescens,8.14
Trisetum flavescens,3.74
Trisetum flavescens,4.2
Trisetum flavescens,4.62
Trisetum flavescens,5.01
Trisetum flavescens,5.36
Trisetum flavescens,5.68
Trisetum flavescens,5.96
Trisetum flavescens,6.2
Trisetum flavescens,6.41
Trisetum flavescens,6.58
Trisetum flavescens,6.71
Trisetum flavescens,6.81
Trisetum flavescens,6.87
Trisetum flavescens,6.9
Trisetum flavescens,6.89
Tropical forest tree species,7.11
Tropical forest tree species,6.6
Tropical forest tree species,4.92
Tropical moist forest,5.41
Tropical moist forest (395 spp.),22.4
Tropical rain forest species,6.49
Tropical rainforest (1053 species),5.85
Tropical rainforest (1053 species),6.4
Tropical tree species,6
Tropical tree species,6.1
Tropical tree species,6.2
Tropical tree species,6.3
Tropical tree species,6.7
Tsuga canadensis,3.09
Tsuga canadensis,13.1
"Tsuga canadensis, Picea rubens",2.78
Tsuga heterophylla,11.07
Tsuga heterophylla,13.75
Tsuga heterophylla,37
Tsuga heterophylla,46.5
Tsuga heterophylla,31
Tsuga heterophylla,47
"Tsuga heterophylla, Pseudotsuga menziesii",8.3
"Tsuga heterophylla, Pseudotusga menziesii",11.58
Tsuga mertensiana,5.6
Tsuga mertensiana,5.2
Tsuga mertensiana,10
Tsuga mertensiana,2.8
"Tsuga mertensiana, Pseudotsuga menziesii",8.7
Tsuga sieboldii,5.3
Turreanthus africana,9
Urophyllum glabrum,1.28
Urophyllum griffithianum,1.43
Urtica dioica,4.86
Urtica dioica,1.85
Urtica dioica,2.3
Urtica dioica,2.7
Urtica dioica,3.06
Urtica dioica,3.37
Urtica dioica,3.63
Urtica dioica,3.85
Urtica dioica,4.03
Urtica dioica,4.16
Urtica dioica,4.24
Urtica dioica,4.28
Urtica dioica,4.27
Urtica dioica,4.22
Urtica dioica,4.12
Urtica dioica,3.97
Urtica dioica,3.78
Urtica dioica,3.54
Urtica dioica,3.26
Urtica dioica,2.93
Urtica dioica,2.56
Vaccinium myrtilloides,2.18
"Vaccinium myrtillus, Vaccinium uliginosum",5.3
Vaccinium uliginosum,0.38
"Vaccinium uliginosum, evergreen shrub",0.52
"Vaccinium uliginosum, Salix lanata spp., Ledum, Empetrum hermaphroditum",0.95
Various (see Table1 of Hoffmann et al. 2005),2.38
Various (see Table1 of Hoffmann et al. 2005),2.74
Various (see Table1 of Hoffmann et al. 2005),2.99
Various (see Table1 of Hoffmann et al. 2005),3
Various (see Table1 of Hoffmann et al. 2005),3.42
Various (T1 in Hoffmann 2005 Oecologia),4.17
Various (T1 in Hoffmann 2005 Oecologia),1.9
Various (T1 in Hoffmann 2005 Oecologia),3.52
Various (T1 in Hoffmann 2005 Oecologia),2.95
Various dry tropics species,7.57
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",5.82
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",6.07
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",5.95
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",6.54
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",7
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",6.46
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",5.25
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",5.84
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",6.03
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",6.88
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",6.75
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",6.18
"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",6.48
Various tropical tree species,7
Various tropical tree species,6
Various tropical tree species,6.77
"Vismia, Bellucia",3.86
"Vismia, Cecropia",3.71
"Vismia, Cecropia, Miconia",4.41
Weinmannia trichosperma,2.1
Zelkovab serrata,3.95
