id,species,common_name,category,mean_lai,lai_min,lai_max,measurement_count,pft,canopy_form,climate,deciduous,tier,tier_source,sources,notes
496,Chamaecyparis lawsoniana,Lawson Cypress,Tree,5.5,3.0,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE
497,Chamaecyparis nootkatensis,Nootka Cypress,Tree,5.5,3.0,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE
498,Hibiscus rosa-sinensis,Chinese Hibiscus,Shrub,2.4,1.2,4.0,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES; panel species
499,Ixora coccinea,Jungle Flame,Shrub,2.1,1.0,3.5,0,TrES,hemisphere,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES; Singapore common
500,Ixora javanica,Jungle Geranium,Shrub,2.0,0.9,3.5,0,TrES,hemisphere,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Ixora
501,Gardenia jasminoides,Cape Jasmine,Shrub,2.5,1.2,4.0,0,TrES,hemisphere,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
502,Mussaenda frondosa,Mussaenda,Shrub,2.2,1.0,3.8,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
503,Duranta erecta,Golden Dewdrop,Shrub,2.4,1.2,4.0,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Panel species
504,Lantana camara,Lantana,Shrub,1.9,0.8,3.2,0,TrES,hemisphere,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
505,Bougainvillea spectabilis,Bougainvillea,Climber,2.2,1.0,3.8,0,CLM,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; tropical climber/shrub
506,Bougainvillea glabra,Paper Flower,Climber,2.0,0.8,3.5,0,CLM,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Bougainvillea
507,Acalypha wilkesiana,Copperleaf,Shrub,2.2,1.0,3.8,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
508,Codiaeum variegatum,Croton,Shrub,2.0,0.8,3.5,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
509,Heliconia psittacorum,Parrot's Flower,Groundcover,2.5,1.2,4.0,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC; panel species
510,Heliconia rostrata,Hanging Lobster Claw,Groundcover,2.8,1.5,4.5,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Heliconia
511,Strelitzia reginae,Bird of Paradise,Groundcover,2.0,0.8,3.5,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC
512,Ravenala madagascariensis,Traveller's Palm,Tree,3.0,1.5,4.8,0,TrBE,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; Strelitziaceae
513,Clerodendrum paniculatum,Pagoda Flower,Shrub,2.2,1.0,3.8,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
514,Thunbergia grandiflora,Blue Trumpet Vine,Climber,2.5,1.2,4.2,0,CLM,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM
515,Thunbergia erecta,King's Mantle,Shrub,2.0,0.8,3.5,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Thunbergia
516,Plumbago auriculata,Cape Plumbago,Shrub,2.0,0.8,3.5,0,SuBE,spreading,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE/TrES
517,Hamelia patens,Firebush,Shrub,2.2,1.0,3.8,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
518,Pentas lanceolata,Star Flower,Shrub,1.8,0.8,3.0,0,TrES,hemisphere,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES; low shrub
519,Alpinia purpurata,Red Ginger,Groundcover,2.8,1.5,4.5,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC
520,Alpinia zerumbet,Shell Ginger,Groundcover,2.5,1.2,4.0,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Alpinia
521,Etlingera elatior,Torch Ginger,Groundcover,3.0,1.5,5.0,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC; tall groundcover
522,Rosa x hybrida,Garden Rose,Shrub,2.0,0.8,3.8,0,TeDS,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate deciduous shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeDS; Genus Rosa in CSV
523,Rhododendron ponticum,Pontic Rhododendron,Shrub,2.5,1.2,4.2,0,TeES,hemisphere,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Rhododendron
524,Azalea x hybrida,Garden Azalea,Shrub,2.2,1.0,3.8,0,TeES,hemisphere,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeES
525,Forsythia x intermedia,Border Forsythia,Shrub,2.5,1.2,4.2,0,TeDS,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate deciduous shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeDS
526,Viburnum opulus,Guelder Rose,Shrub,2.8,1.5,4.5,0,TeDS,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate deciduous shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeDS
527,Viburnum tinus,Laurustinus,Shrub,2.8,1.5,4.5,0,TeES,round,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeES; evergreen
528,Spirea japonica,Japanese Spiraea,Shrub,2.0,0.8,3.5,0,TeDS,hemisphere,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate deciduous shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeDS
529,Photinia x fraseri,Red Robin,Shrub,3.0,1.5,4.8,0,TeES,round,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeES; hedge use
530,Pittosporum tobira,Japanese Pittosporum,Shrub,2.8,1.5,4.5,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE
531,Lonicera nitida,Box Honeysuckle,Shrub,2.5,1.2,4.0,0,TeES,round,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeES; hedge shrub
532,Ligustrum japonicum,Japanese Privet,Shrub,2.8,1.5,4.5,0,TeES,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Temperate evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE/TeES
533,Lavandula angustifolia,Lavender,Shrub,1.8,0.8,3.0,0,MedS,hemisphere,mediterranean,FALSE,4,PFT_Mean,PFT mean: Mediterranean shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT MedS
534,Salvia officinalis,Sage,Shrub,1.8,0.8,3.0,0,MedS,hemisphere,mediterranean,FALSE,4,PFT_Mean,PFT mean: Mediterranean shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT MedS
535,Rosmarinus officinalis,Rosemary,Shrub,2.0,0.8,3.5,0,MedS,round,mediterranean,FALSE,4,PFT_Mean,PFT mean: Mediterranean shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT MedS
536,Cistus x purpureus,Purple Cistus,Shrub,1.8,0.8,3.0,0,MedS,hemisphere,mediterranean,FALSE,4,PFT_Mean,PFT mean: Mediterranean shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT MedS; Cistus in CSV
537,Buxus sempervirens,Common Box,Shrub,2.5,1.2,4.2,0,TeES,hemisphere,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeES; formal hedge
538,Euonymus japonicus,Japanese Spindle,Shrub,2.5,1.2,4.2,0,TeES,round,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeES
539,Osmanthus fragrans,Sweet Osmanthus,Shrub,2.8,1.5,4.5,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE
540,Camellia japonica,Japanese Camellia,Shrub,3.0,1.5,4.8,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE; Camellia in DB
541,Camellia sinensis,Tea Plant,Shrub,4.0,2.5,6.0,0,SuBE,hemisphere,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Tea plantations; dense canopy
542,Bambusa vulgaris,Common Bamboo,Bamboo,3.5,2.0,6.0,0,Bamb,columnar,tropical,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Bamb; Bambusa in DB
543,Bambusa multiplex,Hedge Bamboo,Bamboo,3.0,1.5,5.0,0,Bamb,columnar,subtropical,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Bamb
544,Bambusa oldhamii,Giant Timber Bamboo,Bamboo,4.0,2.5,6.5,0,Bamb,columnar,subtropical,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Bamb; large species
545,Phyllostachys aurea,Golden Bamboo,Bamboo,3.5,2.0,6.0,0,Bamb,columnar,temperate,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Bamb; Phyllostachys in DB
546,Phyllostachys nigra,Black Bamboo,Bamboo,3.5,2.0,6.0,0,Bamb,columnar,temperate,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Phyllostachys
547,Phyllostachys edulis,Moso Bamboo,Bamboo,5.0,3.0,8.0,0,Bamb,columnar,temperate,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,High LAI; plantation data
548,Dendrocalamus asper,Giant Bamboo,Bamboo,4.5,2.8,7.0,0,Bamb,columnar,tropical,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Bamb; Dendrocalamus in DB
549,Dendrocalamus giganteus,Giant Burma Bamboo,Bamboo,4.5,2.8,7.0,0,Bamb,columnar,tropical,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Dendrocalamus
550,Guadua angustifolia,Guadua Bamboo,Bamboo,4.0,2.5,6.5,0,Bamb,columnar,tropical,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Bamb; South American
551,Sasa palmata,Broadleaf Bamboo,Bamboo,3.0,1.5,5.0,0,Bamb,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Bamboo. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Bamb; Sasa in DB
552,Hedera helix,English Ivy,Climber,2.5,1.2,4.2,0,CLM,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; common green wall
553,Hedera canariensis,Canary Island Ivy,Climber,2.8,1.5,4.5,0,CLM,flat,subtropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Hedera; PFT CLM
554,Parthenocissus tricuspidata,Boston Ivy,Climber,3.0,1.5,5.0,0,CLM,flat,temperate,TRUE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; deciduous
555,Parthenocissus quinquefolia,Virginia Creeper,Climber,2.8,1.2,4.5,0,CLM,flat,temperate,TRUE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; deciduous
556,Trachelospermum jasminoides,Star Jasmine,Climber,2.5,1.2,4.2,0,CLM,flat,subtropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Panel hedges; PFT CLM
557,Wisteria sinensis,Chinese Wisteria,Climber,3.0,1.5,5.0,0,CLM,spreading,temperate,TRUE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; deciduous
558,Lonicera japonica,Japanese Honeysuckle,Climber,2.5,1.2,4.2,0,CLM,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; semi-evergreen
559,Campsis radicans,Trumpet Vine,Climber,2.8,1.5,4.5,0,CLM,spreading,temperate,TRUE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; deciduous
560,Ficus pumila,Creeping Fig,Climber,2.5,1.2,4.2,0,CLM,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; green wall use
561,Monstera deliciosa,Cheese Plant,Climber,2.8,1.5,4.5,0,CLM,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; large leaves
562,Epipremnum aureum,Golden Pothos,Climber,2.5,1.2,4.2,0,CLM,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; interior/green wall
563,Philodendron scandens,Heart Leaf Philodendron,Climber,2.5,1.2,4.2,0,CLM,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Climbing vine. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT CLM; interior green wall
564,Axonopus compressus,Carpet Grass,Grass,1.8,0.8,3.2,0,TrGr,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Panel species; Singapore lawn
565,Zoysia matrella,Manila Grass,Grass,1.6,0.6,3.0,0,TrGr,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGr; tropical lawn
566,Zoysia japonica,Japanese Lawngrass,Grass,1.5,0.6,2.8,0,TrGr,flat,subtropical,FALSE,4,PFT_Mean,PFT mean: Tropical turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGr
567,Cynodon dactylon,Bermuda Grass,Grass,1.8,0.6,3.2,0,TrGr,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGr; widely used lawn
568,Stenotaphrum secundatum,St Augustine Grass,Grass,2.0,0.8,3.5,0,TrGr,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGr
569,Paspalum notatum,Bahia Grass,Grass,1.8,0.6,3.2,0,TrGr,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGr
570,Pennisetum purpureum,Napier Grass,Grass,3.5,1.8,5.5,0,TrGr,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGr; tall ornamental grass
571,Miscanthus sinensis,Chinese Silver Grass,Grass,3.0,1.5,5.0,0,TeGr,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGr; ornamental
572,Wedelia trilobata,Creeping Daisy,Groundcover,1.9,0.8,3.2,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Panel species; Singapore
573,Ophiopogon japonicus,Mondo Grass,Groundcover,1.6,0.6,3.0,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC; Singapore
574,Liriope muscari,Big Blue Lilyturf,Groundcover,1.8,0.8,3.2,0,TrGC,flat,subtropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC
575,Tradescantia spathacea,Moses-in-a-Boat,Groundcover,2.0,0.8,3.5,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC
576,Rhoeo discolor,Oyster Plant,Groundcover,2.0,0.8,3.5,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,= Tradescantia spathacea
577,Ipomoea batatas,Sweet Potato Vine,Groundcover,2.2,1.0,3.8,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC; ornamental
578,Callisia repens,Creeping Inch Plant,Groundcover,1.8,0.8,3.2,0,TrGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrGC
579,Lolium perenne,Perennial Ryegrass,Grass,2.0,0.8,3.5,0,TeGr,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGr; lawn
580,Cynosurus cristatus,Crested Dogstail,Grass,1.5,0.5,3.0,0,TeGr,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGr
581,Dactylis glomerata,Cocksfoot,Grass,2.0,0.8,3.8,0,TeGr,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate turf/grass. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGr
582,Vinca minor,Lesser Periwinkle,Groundcover,2.0,0.8,3.5,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC; common
583,Pachysandra terminalis,Japanese Spurge,Groundcover,2.2,1.0,3.8,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC
584,Ajuga reptans,Common Bugle,Groundcover,2.0,0.8,3.5,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC
585,Lamium maculatum,Spotted Dead Nettle,Groundcover,2.2,1.0,3.8,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC
586,Bergenia cordifolia,Elephant Ears,Groundcover,2.5,1.2,4.0,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC; large leaves
587,Stachys byzantina,Lamb's Ears,Groundcover,1.5,0.5,3.0,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC
588,Sedum spurium,Caucasian Stonecrop,Groundcover,1.0,0.3,2.0,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC; green roof plant
589,Sedum acre,Biting Stonecrop,Groundcover,0.8,0.2,1.8,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC; extensive green roof
590,Sedum album,White Stonecrop,Groundcover,0.8,0.2,1.8,0,TeGC,flat,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate groundcover. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeGC; green roof
591,Bruguiera gymnorrhiza,Large-leafed Orange Mangrove,Mangrove,3.5,2.0,5.0,0,ManGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Mangrove. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Mangrove; Bruguiera in DB
592,Sonneratia caseolaris,Crabapple Mangrove,Mangrove,3.2,1.8,4.8,0,ManGC,flat,tropical,FALSE,4,PFT_Mean,PFT mean: Mangrove. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Mangrove; Sonneratia in DB
